number,title,labels,scenario
16107,"aspire start --isolated breaks resource telemetry",area-app-model,S4b
2711,"Consider deployment story for static web apps/spa","azure,area-deployment",S4d
2866,"Add support for Azure Container Apps ""init containers""","azure,area-deployment,azure-container-apps",S4d
3121,"Infrastructure versioning with CDK callbacks","azure,area-deployment",S4d
3407,"Include a healthcheck binary for use in a docker compose environment",area-dashboard,S4d
4341,"Deploy on Multiple Server with Control, Master-Slave database support",area-deployment,S4d
4405,"Validate Sql database names that will get converted at deployment","area-integrations,azure,sqlserver,area-deployment",S4d
4733,".NET Aspire application deployed to Azure Container App does not communicate over HTTP/2","documentation,azure,area-deployment,azure-container-apps",S4d
5178,"Ability to set ASPNETCORE_ENVIRONMENT while executing azd up / azd deploy ","azure,area-deployment",S4d
6559,"Support of .net aspire deployment using terraform","area-integrations,area-deployment",S4d
6667,"Configure Environment of AppHost in Publish Mode","area-app-model,area-deployment",S4d
6781,"Unable to deploy Blazor wasm project to Aspire",area-deployment,S4d
7330,"Aspire incorrectly merges Azurite emulator bindings into production manifest, causing Bicep failure","azure,area-deployment,silent-failure",S4d
7829,"Disable Custom Domain validation on deployment","area-deployment,azure-container-apps",S4d
8063,"Windows Container Support",area-deployment,S4d
8208,"Support docker healthchecks","area-app-model,area-orchestrator,docker-compose",S4d
8262,"`azd pipeline config` is not asking for all parameters from Aspire app host",area-deployment,S4d
8748,"Publishing Docker image for project resource to GitHub fails due to ContainerRepository","area-deployment,docker-compose",S4d
8805,"Improve handling of `azd deploy` auth errors",area-deployment,S4d
8842,"Add ability to configure container image when publishing by docker compose publisher","area-deployment,docker-compose",S4d
8939,"ACA Container volumes use shared access keys","azure,external,security 🔐,area-deployment,azure-container-apps,Azure.Provisioning",S4d
9019,"Debug publish mode","area-tooling,area-deployment",S4d
9094,"Support existing ACA environment resource","azure,area-deployment,azure-container-apps",S4d
9194,".WaitFor() not working for databases with Docker Compose Publisher","area-deployment,docker-compose,silent-failure",S4d
9281,"Publishing to docker compose fails for a project with multiple RuntimeIdentifiers","area-deployment,docker-compose",S4d
9299,"Publishers should emit assets to a separate directory",area-deployment,S4d
9410,"Compose publish doesn't apply ownership for `ContainerFileSystemCallbackAnnotation` with existing files","area-deployment,docker-compose",S4d
9651,"Make endpoints work across different compute environments",area-deployment,S4d
9711,"Docker compose publisher doesn't take into account overridden image name for ProjectResource when generating .env file","area-deployment,docker-compose",S4d
9824,"Postgres does not work with volumes when hosted on ACA","area-deployment,azure-container-apps",S4d
9852,"Specify container registries for Aspire Publish - CICD",area-deployment,S4d
9905,"Publishing docker compose fails if ProjectResource is excluded from manifest","area-deployment,docker-compose",S4d
9914,"Allow change publish output path for a specific resource",area-deployment,S4d
9932,"Customizing image names and tags when deploying with azd in Aspire",area-deployment,S4d
9954,"Conflict between revisions using .WithDataVolume() and Qdrant integration in Azure Container Apps",area-deployment,S4d
10039,"Customizing container CPU/Memory with .PublishAsAzureContainerApp() causes environment variables to break","area-integrations,azure,area-deployment,silent-failure",S4d
10212,"Default ContainerRuntimeIdentifier to linux-x64 in ResourceContainerImageBuilder",area-deployment,S4d
10492,"Implement parameter descriptions in all relevant locations","area-deployment,area-cli",S4d
10693,"Default App container deployment encoded secrets","area-tooling,area-deployment",S4d
10694,"Deploy container only solution",area-deployment,S4d
10778,"Add EnableHostBindingPlaceholders flag to DockerComposeEnvironmentResource for host resource substitution","area-deployment,docker-compose",S4d
10784,"Aspire.Hosting.Docker - Product Volumes aren't mapped properly.","area-deployment,docker-compose",S4d
11033,"Implement GetValueAsync API on ContainerPortReference for build output port resolution",area-deployment,S4d
11061,"Define interface for resolving deployment environment domain",area-deployment,S4d
11086,"Add support for BYO certificate with `ConfigureCustomDomain(...)`","azure,area-deployment",S4d
11096,"[META]: Azure Container Apps support",area-deployment,S4d
11124,"📝Add Aspire CLI option to publish output file without building container images",area-deployment,S4d
11201,"Docker compose env interpolation support","area-deployment,docker-compose",S4d
11209,"Feature: SSH + Docker Compose remote deployment pipeline with automatic TLS and YARP ingress","area-deployment,docker-compose,yarp",S4d
11269,"Provide API for deployment resources that product and push build artifacts",area-deployment,S4d
11271,"Custom Domain should update bicep","azure,area-deployment",S4d
11407,"ACA Container App Jobs break when launchSettings has kestrel settings","azure,area-deployment,silent-failure",S4d
11408,"aspire deploy requires docker to be running, but azd up doesn't","azure,area-deployment",S4d
11443,"Add `WithBuildSecret` overload that accepts a file path",area-deployment,S4d
11487,"DistributedApplicationRunner unconditionally completes publish",area-deployment,S4d
11501,"`aspire deploy` can hang on Docker health check if daemon is busy",area-deployment,S4d
11517,"Aspire CLI - `aspire deploy` filter Azure subs/locs",area-deployment,S4d
11542,"Docker Compose Image Tag for Projects",area-app-model,S4d
11605,"Error Deploying .NET Aspire ViteApp Using azd in Azure DevOps Pipeline",area-deployment,S4d
11622,"Docker compose published environment values computed incorrectly","area-deployment,silent-failure",S4d
12009,"Support AsEnvironmentPlaceholder on DockerComposeEnvironmentResource",area-deployment,S4d
12106,"Deployment diffs",area-deployment,S4d
12122,"Aspire Publish with container in private GHCR.IO registry",area-deployment,S4d
12183,"Follow up to supporting non-interactive mode for deployment",area-deployment,S4d
12198,"`aspire publish` when trying to expose port/tcp & port/udp only exposes port in docker compose","area-deployment,docker-compose",S4d
12222,"Publishing as dockerfile doesnt call right command to publish image",area-deployment,S4d
12250,"Random provision error",area-deployment,S4d
12282,"Support modeling status on pipeline steps",area-deployment,S4d
12315,"Improve interface for passing flags from CLI to AppHost",area-deployment,S4d
12329,"Harden collision checks in deployment state for nested hierarchies",area-deployment,S4d
12348,"Spooky failure mode when container runtime is not running",area-deployment,S4d
12376,"Add support for `aspire do --list-steps` flag",area-deployment,S4d
12469,"Docker compose build secrets support.",area-deployment,S4d
12470,"ProjectResource does not support ContainerImageTag MSBuild property",area-deployment,S4d
12496,"Add a ""deploy all compute"" meta step to aspire deploy",area-deployment,S4d
12498,"Split build-{resource} tag from build-{resource}-container in aspire deploy","refactoring,area-deployment",S4d
12511,"App service Hostname should use DNS suffix generated by DNL",area-deployment,S4d
12512,"Failing test: Aspire.Hosting.Azure.Tests.AzureDeployerTests.DeployAsync_WithSingleRedisCache_CallsDeployingComputeResources","azure,area-deployment,failing-test",S4d
12784,"Introduce `aspire do publish-dockerfiles` step",area-pipelines,S4d
12898,"Add infrastructure to build and verify generated Docker images in tests","area-engineering-systems,testing ☑️,area-app-testing,docker-compose",S4d
12932,"Aspire.Host.Docker - resource published as docker-compose service, although PublishAsDockerComposeService not applied.","area-integrations,orleans",S4d
12977,"Azure Container App Environment with AsExisting() creates new infrastructure instead of using existing resources",area-deployment,S4d
13021,"Verify behavior when Azure deployment quota (800) is reached",area-deployment,S4d
13067,".env is sorted alphabetically, leading to environment placeholders breaking","‼️regression-from-last-release,area-deployment,docker-compose,silent-failure",S4d
13117,"Support resolving endpoints using known network ids in deployment",area-deployment,S4d
13256,"Smart parallel deployments",area-deployment,S4d
13259,"Restart redis when the password is changed","azure,area-deployment",S4d
13337,"Requirements from App Service website resources bleed into unrelated compute resources",area-deployment,S4d
13354,"During aspire deploy this error can show up",needs-area-label,S4d
13472,"Azure Managed Redis fails to provision",area-deployment,S4d
13491,"BuildKit caching arguments","area-integrations,area-pipelines",S4d
13499," Feature Request: Add support for generating Bicep using Azure Verified Modules (AVM)","area-integrations,azure",S4d
13602,"`aspire deploy` doesn't report failure when nothing was deployed",needs-area-label,S4d
13690,"Pipeline Manifest Json",area-pipelines,S4d
13757,"How to deploy Aspire as a service",area-samples,S4d
13812,"Extract UserAssignedIdentity resource from AzureContainerAppEnvironmentResource and AzureAppServiceEnvironmentResource",area-deployment,S4d
13900,"aspire deploy fails on ""process-parameters"" if parameter resource definition has changed",area-deployment,S4d
13904,"Azure CLI Timeout Error on running Aspire Deployment using Github Actions.",area-cli,S4d
13923,"pipelines: Using interaction service ConfirmationPrompt hangs the step",needs-area-label,S4d
13960,"aspire deploy failing for a simple Azure Container App",needs-area-label,S4d
13965,"[tests] Update tests to not depend on bicep compiler","testing ☑️,area-deployment",S4d
13994,"Azure Managed Redis: Customize provisioning infrastructure docs example does not work / out of date.",area-deployment,S4d
14002,"When using Foundry resources, errors will occur during deployment.",area-deployment,S4d
14075,"aspire do prepare-compose fails if ContainerRegistry is specified in MSBuild",area-deployment,S4d
14095,"Improve documentation for Docker Compose publishing",needs-area-label,S4d
14231,"Publish via Visual Studio partially ignoring selected Enviroment",area-deployment,S4d
14253,"azd up deploys Aspire Dashboard with pinned linuxFxVersion ignoring local .NET SDK version",area-deployment,S4d
14286,"Azure Container App Environment (ACA) with external container registry",area-deployment,S4d
14338,"[AspireE2E] When running aspire deploy and pressing Ctrl+C to cancel, the message ""The deployment was canceled."" appears on an incorrect line.",area-deployment,S4d
