number,title,labels,scenario
14386,"Add option to execute generated EF migration bundle during deployment (configurable/extensible)","area-deployment,entityframework",S4d
14387,"Create a container image for the generated EF migration bundle during publish","area-deployment,entityframework",S4d
14529,"`aspire deploy` doesn't support npm authentication for private feeds","area-integrations,javascript",S4d
14577,".env files being resorted by Docker Compose publisher",needs-area-label,S4d
14617,"Extend HealthCheckAnnotation with a reference to an endpoint","area-deployment,docker-compose",S4d
14695,"PostgreSQL PublishAsContainer + AddDatabase does not create database on deploy","area-deployment,silent-failure",S4d
14731,"Default Values are not added into .env File DockerComposeEnvironment",docker-compose,S4d
14789,"Feedback from working on AWS Deployment",area-deployment,S4d
14829,"Gesture to generate parameter placeholders for CI/CD",area-deployment,S4d
14830,"How to break up aspire deploy into multiple CI/CD pipelines",area-deployment,S4d
14937,"aspire do push does not respect local image name",area-cli,S4d
15057,"Aspire do prepare-compose + aspire do push generate different tags",area-deployment,S4d
15078,"Docker Compose endpoint summary should tolerate compose CLI compatibility differences","area-deployment,failing-test",S4d
15079,"Track non-image Azure DevOps failures from build 1325767",area-deployment,S4d
15105,"Allow baking environment variables into Docker Image from AppHost",area-deployment,S4d
15322,"Improve deploy pipeline step DX by introducing `skip` state",area-deployment,S4d
15492,"Support for building multiple target platforms via `aspire do build-[resource]`",area-deployment,S4d
15621,"aspire publish not working with Vite app",area-deployment,S4d
15770,"RunAsEmulator/RunAsContainer are no-ops in publish mode — problematic for docker-compose targets","area-deployment,silent-failure",S4d
15838,"Regression in Docker Compose publishing","area-deployment,docker-compose",S4d
15872,"aspire deploy: az login check times out after ~10 seconds with no way to override","area-deployment,aspirifriday",S4d
15876,"Docker Compose deploy fails when Dockerfile final stage has no CMD/ENTRYPOINT (FROM scratch)","area-deployment,aspirifriday",S4d
15970,"Aspire.Hosting.Foundry should output a Summary after deployment",area-deployment,S4d
16011,"AddContainer + PublishAsAzureContainerApp does not configure ACR identity for image pull","area-deployment,silent-failure",S4d
16063,"Unified resource introspection for local and deployed environments","area-deployment,area-cli",S4d
16073,"Pipeline step summary doesn't render errors clearly",area-deployment,S4d
16090,"Improve parameter experience during deployment","area-deployment,area-cli",S4d
16091,"Make parameters first-class in the CLI and deployment pipeline","area-deployment,area-cli",S4d
16102,"aspire destroy: Purge soft-deleted Azure resources after resource group deletion",area-deployment,S4d
16108,"Pipeline step messages and prompts should be localized",area-deployment,S4d
16112,"aspire destroy: Add --no-wait flag for async Azure resource group deletion",area-deployment,S4d
16119,"Show Azure Portal links in deployment summaries",area-deployment,S4d
765,"[Template] Figure out solution for Shared project being tied directly to ASP.NET Core shared framework",area-templates,S5
983,"[Preview] .NET Aspire - Incorrect configuration when ""Place project and solution in same folder"" was used",area-templates,S5
1818,"Service -> OTEL fail with ""Requesting HTTP version 2.0 with version policy RequestVersionOrHigher while unable to establish HTTP/2 connection.""","area-templates,area-telemetry",S5
2924,"Improve ergonomics of option in VS new project dialog for integration tests project","area-templates,area-tooling",S5
3963,"Verify descriptions and tags for templates are correct for each language & not over translated",area-templates,S5
5045,"Consider enabling exemplars in template service defaults",area-templates,S5
5239,"Add aspire integration template",area-templates,S5
7304,"Add ""Next Steps"" to Aspire Template Creation","area-templates,area-tooling",S5
8011,"Failing test `Nunit_PerTestFrameworkTemplatesTests.TemplatesForIndividualTestFrameworks`","area-templates,disabled-tests",S5
8149,"Additional template tests","area-templates,testing ☑️",S5
8344,"Test failure in VS: System.UnauthorizedAccessException - StarterTemplateWithRedisCacheTests_PreviousTFM.ApiServiceWorks","area-templates,testing ☑️",S5
8623,"[WebToolsE2E][Aspire] When using the 'aspire new' command on choosing the templates, input words that match using ""Type to Search"" and press enter, no specific template has been selected.",area-templates,S5
8645,"Add test that verifies that service defaults templates filter out request tracing for health endpoints","area-templates,testing ☑️",S5
8646,"No option for Adding .NET Aspire Support",area-tooling,S5
8649,"[Failing test]: BuildAndRunStarterTemplateBuiltInTest.BuildAndRunStarterTemplateBuiltInTest_Test","area-templates,failing-test",S5
8878,"HTTP Health check spam in telemetry when chaining health checks",area-templates,S5
8914,"Add `aspire init` command to replicate enlist in orchestration features in VS/VSCode",needs-retriage,S5
8998,"[AspireE2E] 'aspire new' doesn't support 'aspire new list'.",needs-retriage,S5
9155,"[Failing test]: macOS: Aspire.Templates.Tests.BuildAndRunTemplateTests.ProjectWithNoHTTPSRequiresExplicitOverrideWithEnvironmentVariable","area-templates,disabled-tests,failing-test",S5
9275,"[AspireE2E] Using the Aspire Starter App template, the ""Distributed application started. Press Ctrl + C to shutdown "" is missing when running the project using ""dotnet new"" command.",area-templates,S5
9327,"aspire new doesn't explain invalid project name",needs-retriage,S5
9367,"Aspire CLI: new command arg forwarding",area-cli,S5
9576,"[Tests] Additional template tests","area-templates,testing ☑️",S5
9972,"Add template options for publish integrations",area-templates,S5
10192,"The solution file in the project template should use slnx",area-templates,S5
10415,"[AspireE2E] ""Unset"" is not localized correctly after setting the Aspire dashboard language to French.",area-templates,S5
10630,"Mcp aspire template project",area-templates,S5
11189,"Templates from daily/PR channel/quality don't work by default with dotnet new or in VS because of missing NuGet.config",area-templates,S5
11202,"Enhance aspire update command to update Aspire itself and fix developer environment state","area-templates,area-cli",S5
11329,"aspire new triggered ArgumentOutOfRangeException","area-cli,needs-retriage",S5
11494,"Calling `aspire new` on repo with existing files fails",area-cli,S5
11535,"`aspire new` should show how `aspire new/init` will mutate filesystem.",area-cli,S5
11595,"`aspire new` hangs on package install",area-templates,S5
11686,"Running `aspire new` and then canceling with CTRL-C makes terminal cursor disappear",needs-retriage,S5
11822,"Enable Discovery of 3rd Party Integrations and Templates in Aspire","area-templates,area-integrations",S5
11842,"Support aspire init for Docker Compose files",area-cli,S5
11993,"Creating Aspire projects should warn about space in the project names",area-tooling,S5
12006,"[AspireE2E] Running Aspire Starter App with Redis project while docker is not installed or is disabled. The state of the cache in the health checks does not match the state displayed in the resources.",area-templates,S5
12140,"ServiceDefaults in templates should not include OpenTelemetry.Instrumentation.Runtime for .NET9+",area-templates,S5
12272,"`aspire new` lists ""yes"" and ""no"" options in inconsistent orders",needs-area-label,S5
12275,"`aspire new` starter - what is `mtp` in xunit `v3mtp`",needs-area-label,S5
12322,"[tests] Follow up tasks for templates for .NET 10","area-templates,testing ☑️,tracking",S5
12407,"Failing test: Template tests randomly failing with ` The SDK 'Aspire.AppHost.Sdk/13.0.0-ci' specified could not be found.` not found.","area-templates,flaky-test",S5
12815,"Add an output flag to aspire init",needs-area-label,S5
13293,"Update aspire new blazor template",area-templates,S5
13433,"`aspire new` fails with exception on Linux when nuget feed authentication fails",area-cli,S5
13438,"`aspire new --version 9.5.2` does not work",area-cli,S5
13446,"Onboarding feedback from user studies take 0",needs-area-label,S5
13561,"[AspireE2E][Linux]Create Aspire Starter App ~ 10.0 ~MSTest, click Testing> Refresh Tests, no tests show up",area-templates,S5
13925,"[AspireE2E] When `dotnet watch` on Aspire Starter App (ASP.NET Core/React) app, The command line does not get any update information, but the browser has updated automatically",area-templates,S5
13957,"[WebToolsE2E][Aspire] Cannot use command '-f' to create an aspire project with target net11.0",area-templates,S5
14045,"Aspire init does not work with slnx",needs-area-label,S5
14140,"[AspireE2E] Some content in the Aspire MCP server interface is not localized.",area-templates,S5
14270,"Aspire starter template fails on devcontainer",needs-area-label,S5
14289,"[AspireE2E] When running ""dotnet new uninstall"", the templates are sorted incorrectly.",area-templates,S5
14333,"[AspireE2E] ""Close"" is not localized when hovering over the Close button.",area-templates,S5
14443,"[AspireE2E] Fail to create .NET MAUI for Aspire Service Defaults project with ""error NU1015: The following PackageReference item(s) do not have a version specified: Microsoft.Maui.Core"".",area-templates,S5
14764,"[AspireE2E] With SDK 9 installed, the default TFM when creating an Aspire project is .NET 10.0.",area-templates,S5
14798,"`aspire new` should set up open telemetry in Front End React app",area-templates,S5
14800,"`aspire new` starter apps include gitignore for react but not .Net projects",area-templates,S5
14802,"`aspire new` starter templates should include Aspire extension as a workspace recommendation and launch profile for aspire","area-templates,area-extension",S5
15071,"Error when running aspire agent init from copilot CLI",area-cli,S5
15260,"Backslash in `obj` folder name with `.esproj` projects on macOS",area-templates,S5
15273,"[AspireE2E] The time format settings on the dashboard are not localized",area-templates,S5
15430,"[AspireE2E] When running an Aspire project and stopping the backend service, the frontend page displays ""loading"" and there is no error information in the dashboard.",area-templates,S5
15750,"Running aspire init in empty folder fails","‼️regression-from-last-release,area-cli",S5
15841,"`aspire new ... --non-interactive` fails without `--output`",area-cli,S5
15878,"Rethink 'aspire init' to optimize for coding agent success rather than file detection/scaffolding","needs-area-label,aspirifriday",S5
15911,"Rollup: Tracking`aspire init` improvements and bug fixes","tracking,area-cli",S5
15936,"aspire init --log-level debug : Select language does not appear at the bottom of the terminal.",area-cli,S5
15986,"Single-file apphost.cs template in aspire new produces apphost.cs that doesn't work with `dotnet run`","‼️regression-from-last-release,area-cli",S5
3936,"Dashboard is super chatty when it is running under a debugger","area-dashboard,perf,needs-retriage",S6
4608,"Ability to automatically open a web project on debug","area-app-model,needs-retriage",S6
4761,"AppHost configuration to not attach debugger to a project",area-tooling,S6
4944,"Aspire, Visual Studio 2022 and Firefox Tabs - Closing a new Firefox Window can close your debugging session and vice versa",area-tooling,S6
5257,"Unable to debug Aspire Resource project while testing","area-tooling,vs",S6
5819,"Debugging a Blazor WASM  or JS Frontend doesn't hit breakpoints in IDE ","area-tooling,blazor-wasm",S6
6416,"Add `DebuggerDisplay` attribute to `DistributedApplicationModel`","area-app-model,needs-retriage",S6
6937,"Getting timeouts when debugging Aspire tests",area-app-testing,S6
7010,"Azure function integration: An error occurred trying to start process 'func' with working directory 'bin\\Debug\\net9.0\\'. The system cannot find the file specified.","area-integrations,azure,azure-functions",S6
7401,"Prevent Aspire AppHost from opening a new browser window when debugging","area-tooling,vs",S6
7773,"Dashboard command to detach and reattach the debugger","area-dashboard,area-tooling,area-orchestrator",S6
9288,"Aspire CLI should show PID when `--wait-for-debugger` passed",area-cli,S6
11711,"Aspire 9.5: Debugging e2e DistributedApplicationTestingBuilder tests with Blazor Web (with wasm) projects spins up multiple browsers, times out","area-tooling,‼️regression-from-last-release,vs,blazor-wasm",S6
12737,"Extension debugging not working Ubuntu/Linux daily builds",area-app-model,S6
13336,"Aspire Debug with Dev Kit and Not the Aspire Plugin in Vs Code hangs",area-tooling,S6
13490,"Support for Mutiple Envrioment Debugging",area-app-model,S6
13530,"Dashboard client does not respond to ping causing browser refresh during debugging",area-dashboard,S6
13820,"Bug/Discussion: VSCode Debugging inconsistencies & How to configure debug?",needs-area-label,S6
13892,"Network Tunnel build failure shouldn't be a debug message",area-orchestrator,S6
14503,"JavaScript resources launched by Aspire cannot automatically attach Visual Studio debugger (parity with .NET projects)",area-tooling,S6
14540,"`aspire publish` / `deploy` / `do prepare-env` always uses Debug build",area-cli,S6
14679,"Add two separate commands to restart a resource (with and without a debugger attached)",area-tooling,S6
15576,"`aspire ps` hangs if app host is broken on a breakpoint",needs-area-label,S6
15578,"VS Code - Debug doesn't work if app host fails before build",area-extension,S6
15753,"CLI debug log level conflicts with pipeline debug output",area-cli,S6
15895,"Auto-close Simple Browser tab when debug session ends","blocked,area-extension",S6
788,"Add Azure Event Grid Aspire Integration","area-integrations,azure",S7
2497,"Support for Azure Front Door and Azure DNS components","area-integrations,azure",S7
6156,"Improve Default Network Isolation of Azure Services","area-integrations,azure,security 🔐",S7
7813,"Azure Traffic Manager","area-integrations,azure",S7
13063,"Azure VNet Scenarios","area-integrations,hardproblems",S7
15368,"AzureDataLakeStorageFileSystemResource should implement IAzurePrivateEndpointTarget","area-integrations,untriaged",S7
4558,"[WebToolsE2E][Aspire] On non-ENU OS, the description of the Aspire SDK component in the VS installer is not localized.","area-engineering-systems,area-tooling,area-acquisition",S8
6184,"OS dependent packages update package.lock.json",area-acquisition,S8
6855,"Failed to run Aspire.RuntimeIdentifier.Tool. Exit code: 1. Output: This program is blocked by group policy","documentation,area-acquisition",S8
7530,"[WebToolsE2E][Aspire] Create an aspire 9.0 project and then add an aspire 9.1 project in the same solution and get a warning: ""The previously resolved SDK version ""9.0.0"" will be used and the version ""9.1.0"" will be ignored"".",area-acquisition,S8
7593,"Visual Studio Warning after upgrading SDK to 9.1",area-acquisition,S8
8242,"Aspire.Hosting.Sdk, Sdk.targets does not accept version pinning",area-acquisition,S8
9350,"`aspire` CLI and NuGet authentication scenarios","area-acquisition,area-cli",S8
11866,"aspire-starter Sample not running in aspire 9.5.1 (missing dcp.exe in nuget package)",area-acquisition,S8
13403,"✨ Feature Request: Support Installing Aspire CLI via `winget`",area-acquisition,S8
14203,"Sign `eng/scripts/get-aspire-cli.ps1`",area-acquisition,S8
15284,"Installer work","area-acquisition,tracking",S8
15366,"Cannot install a specific version",area-acquisition,S8
15816,"Dogfood installation from PRs should be self-contained",area-acquisition,S8
15817,"[CI] Add a new dedicated pipeline for publishing the install scripts","area-engineering-systems,area-acquisition",S8
15932,"`aspire update --self` should support opt-out via `.aspire-update.json` next to the CLI binary",area-acquisition,S8
15933,"Create AzDO pipeline for signing and publishing CLI acquisition scripts",area-acquisition,S8
15935,"PR dogfooding should isolate all artifacts under `~/.aspire/pr/{prNumber}/`",area-acquisition,S8
15937,"`get-aspire-cli.sh --version 13.1.0` returns 404 — stable versions still broken on ci.dot.net","area-engineering-systems,area-acquisition,bug",S8
15947,"Embed distribution channel in CLI binary instead of relying on `aspire.config.json`","area-acquisition,area-cli",S8
15949,"CLI packaging, distribution mode, and channel overhaul","area-acquisition,tracking,area-cli",S8
7277,"Aspire not working with REACT Application",area-tooling,S9
10045,"AddNpmApp does not build Next.js app before starting — missing '.next' build directory","area-integrations,javascript",S9
10782,"JavaScript templates with ASP.NET Core backend and Aspire doesn't orchestrate the client project.",needs-area-label,S9
12406,"Failing test: Aspire.Hosting.NodeJs.Tests.AddViteAppTests.VerifyDefaultDockerfile on AzDO","area-engineering-systems,flaky-test",S9
13307,"vite app with react router has trouble resolving module references which are defiend in tsconfig.json paths",needs-area-label,S9
14471,"Feature request: WithFrontendConfig API for passing Aspire parameters to SPA frontends",area-app-model,S9
15426,"[AspireE2E] When creating and running the Aspire Starter App (Express/React) in VS Code, the app resources fail to stop on the dashboard page.",area-orchestrator,S9
15874,"Auto-generated Dockerfile uses outdated Node.js version from engines field","needs-area-label,aspirifriday",S9
16062,"[Failing test]: Aspire.Cli.EndToEnd.Tests.PythonReactTemplateTests.CreateAndRunPythonReactProject",failing-test,S9
97,"Consider modeling the OTLP endpoint as a resource in the application model",area-app-model,UNMAPPED
293,"Service discovery should enrich activity with incoming service name before resolution",area-service-discovery,UNMAPPED
350,"Dashboard: Metrics: Dimension display","area-dashboard,area-telemetry",UNMAPPED
431,"Add Service Bus Administration Client API","area-integrations,azure",UNMAPPED
521,"Allow defining service groups where cross cutting configuration can be applied","area-app-model,needs-design,📎papercut",UNMAPPED
583,"Enable Metrics for RabbitMQ Component","area-integrations,rabbitmq",UNMAPPED
601,"Consider using Roslyn Analyzer (Source generator) for `IServiceMetadata` gen.","area-app-model,needs-retriage",UNMAPPED
625,"Add support for sidecar containers","area-app-model,needs-design",UNMAPPED
666,"Enable Logging for CosmosDB Component","area-integrations,azure,azure-cosmosdb",UNMAPPED
667,"CosmosDB Components should allow for CosmosClientOptions to be configured via IConfiguration","area-integrations,azure,azure-cosmosdb",UNMAPPED
668,"Ensure CosmosDB Components have enough testing","area-integrations,azure,testing ☑️,azure-cosmosdb",UNMAPPED
846,"Allow the dashboard to be added to an existing project",area-dashboard,UNMAPPED
850,"AddContainer does not have support for docker network","area-app-model,area-orchestrator",UNMAPPED
889,"Add health check status to the dashboard","area-dashboard,area-app-model,needs-retriage",UNMAPPED
896,"Standardize sorting, filtering, & searching UX for dashboard views","area-dashboard,dashboard-filter-sort",UNMAPPED
898,"Add extension methods to make adding HTTP & gRPC service references + optionally health checks easier",area-service-discovery,UNMAPPED
992,"Replica Support For Container Resource","area-app-model,needs-retriage",UNMAPPED
1048,"Analyzers/Warnings for consistent non-localized CSS string generation","area-dashboard,area-tooling,localization",UNMAPPED
1105,"Console logs: Link detection does not properly parse full URLs",area-dashboard,UNMAPPED
1149,"Relationship between AspireComponentSettings.Tracing and Azure client options config","area-integrations,azure",UNMAPPED
1209,"Add Aspire related analyzers for improved developer experience",area-tooling,UNMAPPED
1336,Keda,area-integrations,UNMAPPED
1339,"Proposal for adding Azure Cosmos DB Distributed Cache component","area-integrations,azure,azure-cosmosdb",UNMAPPED
1356,"SignalR client address resolution","documentation,area-service-discovery",UNMAPPED
1424,"Sync ConfigurationSchemaGenerator code from dotnet/runtime",area-integrations,UNMAPPED
1425,"Support more type specs in ConfigurationSchemaGenerator",area-integrations,UNMAPPED
1426,"Investigate loading ReadyToRun version of Roslyn in ConfigurationSchemaGenerator",area-integrations,UNMAPPED
1511,"Disable ConfigureAwait analyzer in server projects with no sync context.",area-dashboard,UNMAPPED
1536,"Is there any way to use ServiceDiscovery for client (aka browser) apps?","area-samples,area-service-discovery,blazor-wasm",UNMAPPED
1644,"Consider getting known properties for resource details panel from resource server","area-dashboard,needs-retriage",UNMAPPED
1647,"Display of trace name on the Traces page is missing important details to help understand what it is without drilling into trace details view",area-dashboard,UNMAPPED
1693,"RabbitMQ Stream Client component","area-integrations,rabbitmq",UNMAPPED
1708,"Support restart on fail for executables and containers","area-app-model,needs-retriage",UNMAPPED
1769,"Validation of resources and annotations",area-app-model,UNMAPPED
1868,"Extensibility of the Dashboard","area-dashboard,feature-dashboard-extensibility",UNMAPPED
1898,"Add possibility to prefix EnvVar Names",area-app-model,UNMAPPED
2116,"Make PgAdmin, RedisCommander, and MyPhpAdmin usable for remote resources","area-integrations,postgres,redis",UNMAPPED
2130,"Support Azure MySQL as a deployment option for mysql in Aspire.Hosting.Azure","area-integrations,azure,mysql",UNMAPPED
2138,"Support tags for Health Checks added by Components",area-integrations,UNMAPPED
2203,"Support for Azure File Share","area-integrations,azure,azure-storage",UNMAPPED
2348,"Support provisioning MongoDB via CosmosDB on Azure","area-integrations,azure,azure-cosmosdb,mongodb",UNMAPPED
2350,"Investigate metrics table update","area-dashboard,area-telemetry",UNMAPPED
2405,"Add support for multiple bicep modules","area-integrations,azure",UNMAPPED
2408,"Support Kafka in Azure","area-integrations,azure,kafka",UNMAPPED
2427,"Add OpenTelemetry tracing instrumentation for SqlClient ","area-integrations,sqlserver",UNMAPPED
2514,"`Rejoining the server...` modal should not be an overlay (or it can be closable)",area-dashboard,UNMAPPED
2516,"Configuring an index for Azure AI Search","area-integrations,azure",UNMAPPED
2549,"Create `IConfiguration` extension methods to get Aspire convention-based values ",area-service-discovery,UNMAPPED
2570,"_CSharpWriteProjectMetadataSources property/information",area-app-model,UNMAPPED
2571,"Standardize filter options and display between Resource and Structured Logs view","area-dashboard,dashboard-filter-sort",UNMAPPED
2629,"Replica information not part of deployment manifest",needs-retriage,UNMAPPED
2788,"Revisit path normalization in Aspire.Hosting","area-app-model,needs-retriage",UNMAPPED
2793,"Do we have a grafana dashboard for the built-in metrics of ResourceMonitoring",area-telemetry,UNMAPPED
2802,"[feature] Add Azure Communications Services","area-integrations,azure",UNMAPPED
2874,"The project doesn't know how to run command WSL from launchsettings.json","area-tooling,wsl",UNMAPPED
2884,"Dashboard shows the sum of measurement values of Gauge","area-dashboard,area-telemetry",UNMAPPED
2896,"gRPC client doesn't work with Service Discovery scheme resolution syntax",area-service-discovery,UNMAPPED
2926,"Redis component tracing doesn't include an error span when operations against Redis fail","area-integrations,redis",UNMAPPED
2962,"Add support for multiple TFMs `<TargetFrameworks>`","area-app-model,area-tooling,blazor-wasm",UNMAPPED
2967,"RabbitMQ logging issues","help wanted,area-integrations,rabbitmq",UNMAPPED
2972,"Don't clear selected log entry in structured logs if filters are removed","area-dashboard,area-telemetry,dashboard-filter-sort",UNMAPPED
2981,"More DefaultAzureCredential diagnostics information with AddAzureProvisioning","area-integrations,azure",UNMAPPED
3010,"Consinder adding WithConfBindMount method for configured conf directory for Redis resource","area-integrations,redis",UNMAPPED
3043,"[WebToolsE2E][Aspire] Building a multi-target project from the App Host (e.g., .NET MAUI App with "".NET Aspire Orchestrator Support"") fails with error MSB4057: The target ""GetTargetPath"" does not exist in the project.",area-app-model,UNMAPPED
3052,"Add support for PgVector extension to postgres resource","area-integrations,postgres",UNMAPPED
3105,"Support Testcontainers for resource definition",area-integrations,UNMAPPED
3126,"Hide nonexistent combinations when filtering metrics on dashboard","area-dashboard,area-telemetry,dashboard-filter-sort",UNMAPPED
3137,"Dashboard metrics filter popup extends beyond browser window and disappears when I try to scroll the page","area-dashboard,dashboard-metrics,needs-retriage",UNMAPPED
3145,"Aspire project with Blazor WASM/server project opens by itself","area-tooling,blazor-wasm",UNMAPPED
3174,"Tooltips provided for the controls present in the ""Resource"" page are not available while navigating using keyboard TAB/ arrow keys: A11y_.NetAspireDashboard_Resource_Resource_keyboard","area-dashboard,a11y,A11ySev3",UNMAPPED
3262,"Allow all warnings from Kestrel to be bubbled in the AppHost",area-app-model,UNMAPPED
3298,"AzureProvisioner output saves connection strings to user secrets even if it did nothing","good first issue,area-integrations,azure,needs-retriage",UNMAPPED
3337,"Environment variables containing new line character not supported","area-app-model,needs-retriage",UNMAPPED
3349,"OTLP configuration is still injected into resources when the dashboard is disabled",needs-retriage,UNMAPPED
3386,"Gauge graph should not default to 0","area-dashboard,area-telemetry",UNMAPPED
3466,"[AzureTools][Aspire][Suggestion] It would be better if the instrument group automatically expands and automatically jumps to the clicked instrument in the instrument list when we click an instrument from the instrument group page and the instrument group is collapsed",area-dashboard,UNMAPPED
3479,"Service discovery refresh query timeout",area-service-discovery,UNMAPPED
3670,"Standalone Dashboard doesn't support disabling certificate validation in the resource service client","area-dashboard,security 🔐",UNMAPPED
3706,"EndToEnd testproject doesn't have ServiceDefaults","area-integrations,testing ☑️",UNMAPPED
3746,"ServiceEndPointResolver.GetEndPointsAsync not work with net.tcp scheme",area-service-discovery,UNMAPPED
3761,"FEATURE: scaling/replication trigger configuration",area-app-model,UNMAPPED
3764,"Reuse browser tab on ctrl+f5 from VS","area-dashboard,area-tooling",UNMAPPED
3783,"Consider adding Azure Private Dns Zone resolver functionality for http and non-http Service Discovery","area-service-discovery,azure",UNMAPPED
3809,"Incorrect synthesizing of multi-line strings with Bicep","area-integrations,azure",UNMAPPED
3853,"Provisioner emitting bicep that uses functions that generate warnings","area-integrations,azure",UNMAPPED
3877,"Add component for Azure Resource Manager","area-integrations,azure",UNMAPPED
3889,"Add User Agent for Azure Components","area-integrations,azure",UNMAPPED
3890,"Azure Components don't support keyed and unkeyed services","area-integrations,azure",UNMAPPED
3910,"Using custom schema registry for Kafka component requires custom hostname","area-integrations,kafka",UNMAPPED
3945,"WithBindMount is broken on Fedora, RHEL and derivatives.","area-orchestrator,podman",UNMAPPED
3960,"Dashboard: Reversing the rendering order of new logs and traces","area-dashboard,area-telemetry,dashboard-settings",UNMAPPED
3968,"Allow extending the IProjectMetadata via another package",area-app-model,UNMAPPED
3985,"Operate as a config server",area-integrations,UNMAPPED
3987,"Introduction of Microsoft.Extensions.ServiceRegistration.* packages",area-service-discovery,UNMAPPED
4008,"`ContainerRegistryHook ` can't add image prefix",area-app-model,UNMAPPED
4010,"Unable to use Azure table-storage with Orleans reminders","area-integrations,orleans",UNMAPPED
4016,"Dashboard / OTel : Provide summary/stats of how much data is being emitted","area-dashboard,area-telemetry",UNMAPPED
4021,"Cosmos DB resource `RunAsEmulator()`: ""The evaluation period has expired""","area-integrations,azure-cosmosdb",UNMAPPED
4038,"EndpointReference always resolves to container host when evaluated in context of a container resource","area-app-model,needs-retriage",UNMAPPED
4084,"Request: Add support for Azure Batch (and pools)","area-integrations,azure",UNMAPPED
4087,"Change PhpMyAdmin support in MySql resource to use a single container.","area-integrations,mysql",UNMAPPED
4099,"`UserNameParameter` should be populated like `PasswordParameter` on Postgres resource","area-integrations,postgres",UNMAPPED
4116,"Split up WithOrleansReference to differentiate between client and server scenarios.","area-integrations,orleans",UNMAPPED
4132,"Feature: Make Certificates first class citizens",area-meta,UNMAPPED
4159,"Hosting Dashboard from child path (https://domain/my/child/path) does not appear to work correctly",area-dashboard,UNMAPPED
4190,"Add configurable timestamp sorting","area-dashboard,dashboard-filter-sort",UNMAPPED
4228,"Enable setting default endpoint to start from dashboard","area-app-model,needs-retriage",UNMAPPED
4229,"Have ServiceEndpointResolver implement an interface",area-service-discovery,UNMAPPED
4261,"Allow customization of the dashboard title",area-app-model,UNMAPPED
4357,"Replica support for PostgreSQL","area-integrations,postgres",UNMAPPED
4358,"Ability to change replica count on dashboard in Runtime","area-dashboard,area-app-model",UNMAPPED
4381,"Aspire Dashboard Metrics: Exponential Histograms do not display","area-dashboard,area-telemetry",UNMAPPED
4419,"Allow configuring of the ServiceProvider on DistributedApplicationBuilder",area-app-model,UNMAPPED
4423,"ServiceEndpointWatcher should be creating activities",area-service-discovery,UNMAPPED
4425,"Add origin labels to containers",needs-retriage,UNMAPPED
4431,"Service discovery with DNS SRV is broken when using AutoFac",area-service-discovery,UNMAPPED
4483,"Dashboard: Tracing: Events - move the time offset to the top of its cell","area-dashboard,area-telemetry",UNMAPPED
4497,"Error updating database using dotnet ef database update when using postgresql","area-integrations,postgres",UNMAPPED
4502,"Support for Azure Postgres Cluster","area-integrations,azure,azure-cosmosdb,postgres",UNMAPPED
4523,"Add Default Labels to `FromDockerfile `","area-app-model,needs-retriage",UNMAPPED
4528,"Add PathBaseMiddleware to Aspire Dashboard ",area-dashboard,UNMAPPED
4553,"[tests] Consider moving Azure specific component tests to Azure sdk repo","area-integrations,azure,testing ☑️",UNMAPPED
4559,"Dynamic port allocation not supported for containers",needs-retriage,UNMAPPED
4580,"Improve visual treatment of stderr and stdout streams in dashboard",area-dashboard,UNMAPPED
4596,"Update Azure provisioning to use SecretsStore","area-integrations,azure",UNMAPPED
4597,"Enable logging in DistributedApplicationBuilder before the app is built",area-app-model,UNMAPPED
4626,"Resource service client certificate testing","area-dashboard,testing ☑️",UNMAPPED
4683,"Ensure all hosting resources have at least one `example`  in XML docs","documentation,area-app-model",UNMAPPED
4699,"Support for azure arc based custom locations is missing while building app container environments","area-tooling,azure,azure-container-apps",UNMAPPED
4732,"Getting sporadic ""context deadline exceeded"" or ""Catastrophic failure"" in Aspire GA with Azure Function Isolated Worker (.Net 8)","area-tooling,area-orchestrator",UNMAPPED
4748,"make PostgresServerResource.AddDatabase public for extensibility","area-integrations,postgres",UNMAPPED
4785,"Aspire doesn't replace http client Uri with actual address in blazor webassembly standalone app because it don't have appsettings.json","area-service-discovery,blazor-wasm",UNMAPPED
4825,"Aspire telemetry configuration should include a sampling policy by default",area-telemetry,UNMAPPED
4834,"Improve CheckDashboardHasResourcesAsync in workload tests","area-dashboard,testing ☑️",UNMAPPED
4854,"[WebToolsE2E][Aspire][Safari] Opening the ""Aspire Dashboard"" URL of a deployed Aspire project fails with error ""Misdirected Request"" on Mac.","azure,area-azure-aca,azure-container-apps",UNMAPPED
4890,"Please open the internal interface Microsoft.Extensions.ServiceDiscovery.LoadBalance.IServiceEndPointSelector",area-service-discovery,UNMAPPED
4906,"Dashboard: Metrics: Need an option to split a metric based on a dimension","area-dashboard,area-telemetry,dashboard-metrics",UNMAPPED
4928,"Ability to temporaraly remove spans of x type from the trace gant view",area-telemetry,UNMAPPED
4984,"Support legacy Asp.Net MVC and console (e.g. topshelf) projects for simpler upgrade from NetFX to Net Core/8",area-meta,UNMAPPED
5022,"When there are no environment variables set, you get every environment variable on your local machine",area-app-model,UNMAPPED
5044,"OracleDatabaseServerResource data mounts issues","area-integrations,oracle",UNMAPPED
5060,"Duplicate Errors when adding executable with invalid path",area-orchestrator,UNMAPPED
